,data,stato,codice_regione,denominazione_regione,lat,long,ricoverati_con_sintomi,terapia_intensiva,totale_ospedalizzati,isolamento_domiciliare,totale_positivi,variazione_totale_positivi,nuovi_positivi,dimessi_guariti,deceduti,casi_da_sospetto_diagnostico,casi_da_screening,totale_casi,tamponi,casi_testati,ingressi_terapia_intensiva,totale_positivi_test_molecolare,totale_positivi_test_antigenico_rapido,tamponi_test_molecolare,tamponi_test_antigenico_rapido,zona,indice_rt
8337,2021-03-27,ITA,13,Abruzzo,42.35122196,13.39843823,623,83,706,9707,10413,-37,348,51794,2074,,,64281,1223572,570616.0,3.0,64281.0,0.0,875054.0,348518.0,arancione,0.0
8358,2021-03-28,ITA,13,Abruzzo,42.35122196,13.39843823,613,77,690,9976,10666,253,269,51801,2083,,,64550,1228779,571979.0,1.0,64550.0,0.0,879106.0,349673.0,arancione,0.0
8379,2021-03-29,ITA,13,Abruzzo,42.35122196,13.39843823,620,78,698,9864,10562,-104,224,52112,2100,,,64774,1232453,573030.0,6.0,64774.0,0.0,882108.0,350345.0,arancione,0.0
5461,2020-11-10,ITA,17,Basilicata,40.63947052,15.80514834,138,18,156,2831,2987,210,224,826,66,1371.0,2508.0,3879,117676,116796.0,,,,,,arancione,1.343202630502193
5482,2020-11-11,ITA,17,Basilicata,40.63947052,15.80514834,133,19,152,2996,3148,161,168,830,69,1427.0,2620.0,4047,119132,118262.0,,,,,,arancione,1.4385510866590157
5503,2020-11-12,ITA,17,Basilicata,40.63947052,15.80514834,134,19,153,3187,3340,192,202,837,72,1495.0,2754.0,4249,120747,119885.0,,,,,,arancione,1.287694405678113
5524,2020-11-13,ITA,17,Basilicata,40.63947052,15.80514834,141,23,164,3436,3600,260,307,883,73,1594.0,2962.0,4556,123016,122141.0,,,,,,arancione,1.2496173496481011
5545,2020-11-14,ITA,17,Basilicata,40.63947052,15.80514834,144,21,165,3668,3833,233,265,910,78,1662.0,3159.0,4821,125266,124396.0,,,,,,arancione,1.2309034528517844
5566,2020-11-15,ITA,17,Basilicata,40.63947052,15.80514834,155,26,181,3788,3969,136,158,931,79,1705.0,3274.0,4979,126798,125928.0,,,,,,arancione,1.2491488539756883
5587,2020-11-16,ITA,17,Basilicata,40.63947052,15.80514834,140,27,167,3905,4072,103,127,949,85,1740.0,3366.0,5106,127634,126804.0,,,,,,arancione,1.2645944215348064
5608,2020-11-17,ITA,17,Basilicata,40.63947052,15.80514834,150,30,180,4146,4326,254,269,964,85,1810.0,3565.0,5375,130005,129135.0,,,,,,arancione,1.146920538063177
5629,2020-11-18,ITA,17,Basilicata,40.63947052,15.80514834,144,28,172,4332,4504,178,237,1009,99,1855.0,3757.0,5612,132066,131191.0,,,,,,arancione,1.1102388150808342
5650,2020-11-19,ITA,17,Basilicata,40.63947052,15.80514834,147,28,175,4587,4762,258,271,1020,101,1925.0,3958.0,5883,134214,133335.0,,,,,,arancione,1.1289032263330112
5671,2020-11-20,ITA,17,Basilicata,40.63947052,15.80514834,154,27,181,4762,4943,181,219,1055,104,1970.0,4132.0,6102,136301,135426.0,,,,,,arancione,1.0708681764848744
5692,2020-11-21,ITA,17,Basilicata,40.63947052,15.80514834,157,24,181,4989,5170,227,260,1082,110,2035.0,4327.0,6362,137987,137110.0,,,,,,arancione,1.0490849801365199
5713,2020-11-22,ITA,17,Basilicata,40.63947052,15.80514834,156,23,179,5153,5332,162,208,1128,110,2080.0,4490.0,6570,139527,138861.0,,,,,,arancione,1.099684294625715
5734,2020-11-23,ITA,17,Basilicata,40.63947052,15.80514834,157,23,180,5192,5372,40,58,1142,114,2095.0,4533.0,6628,139910,139045.0,,,,,,arancione,1.0625725443445397
5755,2020-11-24,ITA,17,Basilicata,40.63947052,15.80514834,160,19,179,5412,5591,219,261,1168,130,2157.0,4732.0,6889,141736,140861.0,,,,,,arancione,1.0527675086314947
5776,2020-11-25,ITA,17,Basilicata,40.63947052,15.80514834,154,22,176,5691,5867,276,329,1218,133,2227.0,4991.0,7218,144321,143446.0,,,,,,arancione,1.01135647062275
5797,2020-11-26,ITA,17,Basilicata,40.63947052,15.80514834,156,22,178,5922,6100,233,236,1218,136,2276.0,5178.0,7454,146286,145411.0,,,,,,arancione,0.9836778734153898
5818,2020-11-27,ITA,17,Basilicata,40.63947052,15.80514834,153,23,176,5789,5965,-135,218,1559,139,2325.0,5338.0,7663,148000,147124.0,,,,,,arancione,1.0061414961609307
5839,2020-11-28,ITA,17,Basilicata,40.63947052,15.80514834,142,22,164,5909,6073,108,215,1663,142,2376.0,5502.0,7878,149586,148712.0,,,,,,arancione,0.9343508341192034
5860,2020-11-29,ITA,17,Basilicata,40.63947052,15.80514834,141,25,166,6016,6182,109,172,1723,145,2428.0,5622.0,8050,151032,150157.0,,,,,,arancione,0.8238435075369043
5881,2020-11-30,ITA,17,Basilicata,40.63947052,15.80514834,150,22,172,6020,6192,10,92,1797,153,2458.0,5684.0,8142,151705,150830.0,,,,,,arancione,0.7648136514651828
5902,2020-12-01,ITA,17,Basilicata,40.63947052,15.80514834,157,21,178,6102,6280,88,156,1865,153,2510.0,5788.0,8298,153181,152306.0,,,,,,arancione,0.7341978696804965
5923,2020-12-02,ITA,17,Basilicata,40.63947052,15.80514834,158,21,179,6178,6357,77,157,1945,153,2560.0,5895.0,8455,154957,154082.0,,,,,,arancione,0.7037556485218864
5944,2020-12-03,ITA,17,Basilicata,40.63947052,15.80514834,161,20,181,6224,6405,48,131,2023,158,0.0,0.0,8586,156657,155787.0,0.0,,,,,arancione,0.6632136804876547
5965,2020-12-04,ITA,17,Basilicata,40.63947052,15.80514834,165,20,185,6259,6444,39,142,2123,161,,,8728,158358,157503.0,0.0,,,,,arancione,0.6983893029890222
5986,2020-12-05,ITA,17,Basilicata,40.63947052,15.80514834,134,19,153,6259,6412,-32,131,2278,169,,,8859,159770,158895.0,0.0,,,,,arancione,0.6466662930475018
6007,2020-12-06,ITA,17,Basilicata,40.63947052,15.80514834,119,18,137,6231,6368,-44,81,2397,175,,,8940,161355,160485.0,0.0,,,,,arancione,0.5707755210183734
6028,2020-12-07,ITA,17,Basilicata,40.63947052,15.80514834,124,16,140,6253,6393,25,106,2473,180,,,9046,162068,161223.0,0.0,,,,,arancione,0.5257051632776288
6049,2020-12-08,ITA,17,Basilicata,40.63947052,15.80514834,121,15,136,6212,6348,-45,59,2576,181,,,9105,162939,162065.0,0.0,,,,,arancione,0.547688219447877
6070,2020-12-09,ITA,17,Basilicata,40.63947052,15.80514834,123,13,136,6148,6284,-64,35,2673,183,,,9140,163306,162432.0,0.0,,,,,arancione,0.5553832671501029
6091,2020-12-10,ITA,17,Basilicata,40.63947052,15.80514834,122,15,137,6134,6271,-13,46,2726,189,,,9186,163918,163078.0,2.0,,,,,arancione,0.557106343722856
6112,2020-12-11,ITA,17,Basilicata,40.63947052,15.80514834,116,15,131,6100,6231,-40,104,2864,195,,,9290,164832,163992.0,1.0,,,,,arancione,0.5616077267797396
6133,2020-12-12,ITA,17,Basilicata,40.63947052,15.80514834,114,14,128,6134,6262,31,85,2917,196,,,9375,165936,165091.0,0.0,,,,,arancione,0.6071038879851061
6154,2020-12-13,ITA,17,Basilicata,40.63947052,15.80514834,115,15,130,6090,6220,-42,50,3003,202,,,9425,166772,165925.0,3.0,,,,,gialla,0.7282379997386591
6175,2020-12-14,ITA,17,Basilicata,40.63947052,15.80514834,114,12,126,6021,6147,-73,66,3137,207,,,9491,167483,166639.0,0.0,,,,,gialla,0.9741734105617239
6196,2020-12-15,ITA,17,Basilicata,40.63947052,15.80514834,106,11,117,6042,6159,12,62,3182,212,,,9553,168405,167550.0,0.0,,,,,gialla,0.960144835959185
6217,2020-12-16,ITA,17,Basilicata,40.63947052,15.80514834,109,11,120,5918,6038,-121,95,3398,212,,,9648,169810,168940.0,1.0,,,,,gialla,0.9508301745066083
6238,2020-12-17,ITA,17,Basilicata,40.63947052,15.80514834,106,10,116,5959,6075,37,169,3525,217,,,9817,171194,170349.0,0.0,,,,,gialla,1.0003901488450955
6259,2020-12-18,ITA,17,Basilicata,40.63947052,15.80514834,99,10,109,5928,6037,-38,73,3635,218,,,9890,172516,112879.0,1.0,,,,,gialla,0.9437415062769107
6280,2020-12-19,ITA,17,Basilicata,40.63947052,15.80514834,96,10,106,5870,5976,-61,66,3760,220,,,9956,173289,113196.0,0.0,,,,,gialla,0.969131941232685
6301,2020-12-20,ITA,17,Basilicata,40.63947052,15.80514834,93,9,102,5903,6005,29,73,3804,220,,,10029,174328,113603.0,0.0,,,,,gialla,0.9931640532876796
6322,2020-12-21,ITA,17,Basilicata,40.63947052,15.80514834,91,8,99,5866,5965,-40,25,3865,224,,,10054,174938,113832.0,0.0,,,,,gialla,0.9825796998377394
6343,2020-12-22,ITA,17,Basilicata,40.63947052,15.80514834,93,8,101,5831,5932,-33,70,3964,228,,,10124,176525,114447.0,2.0,,,,,gialla,0.983434621251065
6364,2020-12-23,ITA,17,Basilicata,40.63947052,15.80514834,91,9,100,5772,5872,-60,99,4120,231,,,10223,177942,115118.0,1.0,,,,,gialla,0.9209263918403856
6385,2020-12-24,ITA,17,Basilicata,40.63947052,15.80514834,96,8,104,5839,5943,71,155,4200,235,,,10378,179623,115860.0,1.0,,,,,rossa,0.8113506250005277
6406,2020-12-25,ITA,17,Basilicata,40.63947052,15.80514834,87,7,94,5862,5956,13,69,4251,240,,,10447,180476,116224.0,0.0,,,,,rossa,0.8004450424629581
6427,2020-12-26,ITA,17,Basilicata,40.63947052,15.80514834,89,7,96,5864,5960,4,25,4271,241,,,10472,180627,116280.0,0.0,,,,,rossa,0.8209755113212187
6448,2020-12-27,ITA,17,Basilicata,40.63947052,15.80514834,98,5,103,5856,5959,-1,9,4280,242,,,10481,180690,116318.0,0.0,,,,,rossa,0.8913123094066923
6469,2020-12-28,ITA,17,Basilicata,40.63947052,15.80514834,92,6,98,5832,5930,-29,17,4321,247,,,10498,180907,116373.0,1.0,,,,,arancione,0.9345802276980351
6490,2020-12-29,ITA,17,Basilicata,40.63947052,15.80514834,84,6,90,5864,5954,24,68,4364,248,,,10566,181611,116630.0,0.0,,,,,arancione,1.1271052066289557
6511,2020-12-30,ITA,17,Basilicata,40.63947052,15.80514834,89,4,93,5902,5995,41,113,4429,255,,,10679,182937,117195.0,0.0,,,,,arancione,1.1537634227663267
6532,2020-12-31,ITA,17,Basilicata,40.63947052,15.80514834,89,4,93,5958,6051,56,147,4519,256,,,10826,184291,117865.0,0.0,,,,,rossa,1.2848144413291787
6553,2021-01-01,ITA,17,Basilicata,40.63947052,15.80514834,83,5,88,6053,6141,90,156,4585,256,,,10982,185256,118358.0,1.0,,,,,rossa,1.3222868127845728
6574,2021-01-02,ITA,17,Basilicata,40.63947052,15.80514834,93,3,96,6046,6142,1,39,4618,261,,,11021,185449,118458.0,0.0,,,,,rossa,1.2771307094725002
6595,2021-01-03,ITA,17,Basilicata,40.63947052,15.80514834,97,3,100,6091,6191,49,81,4649,262,,,11102,186177,118776.0,0.0,,,,,rossa,1.4172401547345241
6616,2021-01-04,ITA,17,Basilicata,40.63947052,15.80514834,94,4,98,6052,6150,-41,41,4726,267,,,11143,186740,118966.0,1.0,,,,,arancione,1.1886163104861551
6637,2021-01-05,ITA,17,Basilicata,40.63947052,15.80514834,93,4,97,6073,6170,20,56,4761,268,,,11199,187668,119357.0,0.0,,,,,rossa,1.1338373206216488
6658,2021-01-06,ITA,17,Basilicata,40.63947052,15.80514834,92,4,96,6249,6345,175,210,4796,268,,,11409,189314,120208.0,1.0,,,,,rossa,1.2829347940342222
6679,2021-01-07,ITA,17,Basilicata,40.63947052,15.80514834,94,4,98,6272,6370,25,62,4832,269,,,11471,190075,120538.0,0.0,,,,,gialla,1.2997764847127746
6700,2021-01-08,ITA,17,Basilicata,40.63947052,15.80514834,95,4,99,6387,6486,116,157,4873,269,,,11628,191560,121207.0,0.0,,,,,gialla,1.3401883906013694
6721,2021-01-09,ITA,17,Basilicata,40.63947052,15.80514834,86,4,90,6469,6559,73,143,4941,271,,,11771,192881,121984.0,1.0,,,,,arancione,1.4746982625573704
6742,2021-01-10,ITA,17,Basilicata,40.63947052,15.80514834,81,4,85,6552,6637,78,108,4967,275,,,11879,193834,122458.0,0.0,,,,,gialla,1.1764373799338022
6763,2021-01-11,ITA,17,Basilicata,40.63947052,15.80514834,92,6,98,6549,6647,10,79,5033,278,,,11958,194445,122613.0,2.0,,,,,gialla,1.1928555671023566
6784,2021-01-12,ITA,17,Basilicata,40.63947052,15.80514834,94,4,98,6622,6720,73,168,5125,281,,,12126,195667,123222.0,0.0,,,,,gialla,1.0397422033751536
6805,2021-01-13,ITA,17,Basilicata,40.63947052,15.80514834,90,4,94,6642,6736,16,72,5177,284,,,12197,196701,123720.0,0.0,,,,,gialla,0.9406454036144788
6826,2021-01-14,ITA,17,Basilicata,40.63947052,15.80514834,80,4,84,6721,6805,69,90,5196,286,,,12287,197440,124057.0,0.0,,,,,gialla,0.8505304549821224
6847,2021-01-15,ITA,17,Basilicata,40.63947052,15.80514834,80,4,84,6748,6832,27,78,5244,289,,,12365,199103,124461.0,0.0,12365.0,0.0,198403.0,700.0,gialla,0.7507844532412615
6868,2021-01-16,ITA,17,Basilicata,40.63947052,15.80514834,87,3,90,6791,6881,49,87,5280,291,,,12452,199893,124764.0,0.0,12452.0,0.0,199193.0,700.0,gialla,0.6099269729320765
6889,2021-01-17,ITA,17,Basilicata,40.63947052,15.80514834,85,4,89,6829,6918,37,49,5290,293,,,12501,200849,125030.0,1.0,12501.0,0.0,199707.0,1142.0,gialla,0.6177490446512782
6910,2021-01-18,ITA,17,Basilicata,40.63947052,15.80514834,82,6,88,6815,6903,-15,7,5311,294,,,12508,201037,125063.0,2.0,12508.0,0.0,199894.0,1143.0,gialla,0.6125261462554238
6931,2021-01-19,ITA,17,Basilicata,40.63947052,15.80514834,77,5,82,6859,6941,38,60,5325,302,,,12568,201803,125394.0,0.0,12568.0,0.0,200646.0,1157.0,gialla,0.6048771247631378
6952,2021-01-20,ITA,17,Basilicata,40.63947052,15.80514834,77,4,81,6868,6949,8,57,5374,302,,,12625,202706,125769.0,0.0,12625.0,0.0,201530.0,1176.0,gialla,0.6097636510183454
6973,2021-01-21,ITA,17,Basilicata,40.63947052,15.80514834,80,6,86,6855,6941,-8,59,5437,306,,,12684,203479,126040.0,2.0,12684.0,0.0,202268.0,1211.0,gialla,0.6488628771079229
6994,2021-01-22,ITA,17,Basilicata,40.63947052,15.80514834,83,5,88,6881,6969,28,51,5460,306,,,12735,204406,126376.0,0.0,12735.0,0.0,203062.0,1344.0,gialla,0.7979941143360617
7015,2021-01-23,ITA,17,Basilicata,40.63947052,15.80514834,89,4,93,6833,6926,-43,59,5560,308,,,12794,205632,126867.0,0.0,12794.0,0.0,204167.0,1465.0,gialla,0.8378286086694037
7036,2021-01-24,ITA,17,Basilicata,40.63947052,15.80514834,81,4,85,6815,6900,-26,48,5631,311,,,12842,206206,127137.0,0.0,12842.0,0.0,204726.0,1480.0,gialla,0.9062814331334578
7057,2021-01-25,ITA,17,Basilicata,40.63947052,15.80514834,86,6,92,6836,6928,28,71,5670,315,,,12913,206761,127375.0,2.0,12913.0,0.0,205277.0,1484.0,gialla,0.8879870886134933
7078,2021-01-26,ITA,17,Basilicata,40.63947052,15.80514834,83,2,85,6875,6960,32,58,5692,319,,,12971,207487,127698.0,0.0,12971.0,0.0,205971.0,1516.0,gialla,0.8946291279643555
7099,2021-01-27,ITA,17,Basilicata,40.63947052,15.80514834,81,2,83,6867,6950,-10,74,5776,319,,,13045,208294,128038.0,0.0,13045.0,0.0,206752.0,1542.0,gialla,0.9411281684416574
7120,2021-01-28,ITA,17,Basilicata,40.63947052,15.80514834,74,2,76,6851,6927,-23,42,5840,320,,,13087,208991,128348.0,0.0,13087.0,0.0,207421.0,1570.0,gialla,0.9039936975178643
7141,2021-01-29,ITA,17,Basilicata,40.63947052,15.80514834,71,4,75,6061,6136,-791,45,6673,323,,,13132,210043,128896.0,2.0,13132.0,0.0,208443.0,1600.0,gialla,0.7791830302340441
7162,2021-01-30,ITA,17,Basilicata,40.63947052,15.80514834,70,2,72,5680,5752,-384,70,7125,325,,,13202,210951,129285.0,0.0,13202.0,0.0,209243.0,1708.0,gialla,0.7971960199665485
7183,2021-01-31,ITA,17,Basilicata,40.63947052,15.80514834,66,2,68,5356,5424,-328,29,7481,326,,,13231,211624,129584.0,0.0,13231.0,0.0,209904.0,1720.0,gialla,0.8232643771353475
7204,2021-02-01,ITA,17,Basilicata,40.63947052,15.80514834,71,2,73,4881,4954,-470,13,7964,326,,,13244,211889,129725.0,0.0,13244.0,0.0,210160.0,1729.0,gialla,0.9176780020338479
7225,2021-02-02,ITA,17,Basilicata,40.63947052,15.80514834,72,2,74,3787,3861,-1093,55,9112,326,,,13299,213710,130241.0,0.0,13299.0,0.0,211283.0,2427.0,gialla,1.0625107069754565
7246,2021-02-03,ITA,17,Basilicata,40.63947052,15.80514834,70,1,71,3350,3421,-440,68,9618,328,,,13367,214633,130608.0,0.0,13367.0,0.0,212072.0,2561.0,gialla,1.1170370858290235
7267,2021-02-04,ITA,17,Basilicata,40.63947052,15.80514834,71,1,72,3364,3436,15,68,9668,331,,,13435,217404,131249.0,0.0,13435.0,0.0,213191.0,4213.0,gialla,1.2342227029922526
7288,2021-02-05,ITA,17,Basilicata,40.63947052,15.80514834,84,2,86,3255,3341,-95,89,9852,331,,,13524,218685,131942.0,1.0,13524.0,0.0,214389.0,4296.0,gialla,1.2352889335954882
7309,2021-02-06,ITA,17,Basilicata,40.63947052,15.80514834,84,1,85,3192,3277,-64,85,9995,337,,,13609,220528,132669.0,0.0,13609.0,0.0,215657.0,4871.0,gialla,1.3385711951926176
7330,2021-02-07,ITA,17,Basilicata,40.63947052,15.80514834,84,1,85,3207,3292,15,77,10054,340,,,13686,221599,133162.0,1.0,13686.0,0.0,216724.0,4875.0,gialla,1.356068783543963
7351,2021-02-08,ITA,17,Basilicata,40.63947052,15.80514834,82,1,83,3185,3268,-24,15,10090,343,,,13701,221863,133264.0,0.0,13701.0,0.0,216928.0,4935.0,gialla,1.3812608431173692
7372,2021-02-09,ITA,17,Basilicata,40.63947052,15.80514834,82,3,85,3205,3290,22,106,10173,344,,,13807,223725,133854.0,2.0,13807.0,0.0,218064.0,5661.0,gialla,1.3156097263164603
7393,2021-02-10,ITA,17,Basilicata,40.63947052,15.80514834,82,5,87,3250,3337,47,94,10219,345,,,13901,224623,134291.0,2.0,13901.0,0.0,218898.0,5725.0,gialla,1.2538922689074339
7414,2021-02-11,ITA,17,Basilicata,40.63947052,15.80514834,77,5,82,3210,3292,-45,102,10365,346,,,14003,225917,134784.0,0.0,14003.0,0.0,219886.0,6031.0,gialla,1.2054374506872338
7435,2021-02-12,ITA,17,Basilicata,40.63947052,15.80514834,69,4,73,3273,3346,54,90,10397,350,,,14093,226920,135300.0,0.0,14093.0,0.0,220849.0,6071.0,gialla,1.223115565234003
7456,2021-02-13,ITA,17,Basilicata,40.63947052,15.80514834,64,5,69,3327,3396,50,84,10431,350,,,14177,228077,135908.0,1.0,14177.0,0.0,221942.0,6135.0,gialla,1.121549024967481
7477,2021-02-14,ITA,17,Basilicata,40.63947052,15.80514834,66,6,72,3378,3450,54,74,10449,352,,,14251,228848,136407.0,1.0,14251.0,0.0,222691.0,6157.0,gialla,1.0736548843910838
7498,2021-02-15,ITA,17,Basilicata,40.63947052,15.80514834,70,6,76,3359,3435,-15,29,10492,353,,,14280,229330,136631.0,0.0,14280.0,0.0,223172.0,6158.0,gialla,1.0748398715884429
7519,2021-02-16,ITA,17,Basilicata,40.63947052,15.80514834,72,7,79,3381,3460,25,80,10546,354,,,14360,230455,137183.0,1.0,14360.0,0.0,224230.0,6225.0,gialla,1.1501637455050318
7540,2021-02-17,ITA,17,Basilicata,40.63947052,15.80514834,72,7,79,3374,3453,-7,85,10633,359,,,14445,232055,137928.0,1.0,14445.0,0.0,225482.0,6573.0,gialla,1.1409562249025258
7561,2021-02-18,ITA,17,Basilicata,40.63947052,15.80514834,73,6,79,3395,3474,21,111,10723,359,,,14556,233380,138743.0,0.0,14556.0,0.0,226744.0,6636.0,gialla,1.1122567784402744
7582,2021-02-19,ITA,17,Basilicata,40.63947052,15.80514834,77,4,81,3454,3535,61,136,10795,362,,,14692,235066,139752.0,0.0,14692.0,0.0,228386.0,6680.0,gialla,1.1300341798825646
7603,2021-02-20,ITA,17,Basilicata,40.63947052,15.80514834,79,4,83,3463,3546,11,88,10870,364,,,14780,236564,140512.0,1.0,14780.0,0.0,229688.0,6876.0,gialla,1.23464863129605
7624,2021-02-21,ITA,17,Basilicata,40.63947052,15.80514834,78,4,82,3496,3578,32,65,10902,365,,,14845,237670,141170.0,0.0,14845.0,0.0,230780.0,6890.0,gialla,1.347307632077986
7645,2021-02-22,ITA,17,Basilicata,40.63947052,15.80514834,80,4,84,3505,3589,11,41,10929,368,,,14886,238294,141395.0,1.0,14886.0,0.0,231171.0,7123.0,gialla,1.320140012310937
7666,2021-02-23,ITA,17,Basilicata,40.63947052,15.80514834,79,5,84,3608,3692,103,151,10977,368,,,15037,243750,142341.0,1.0,15037.0,0.0,232955.0,10795.0,gialla,1.1876617797569007
7687,2021-02-24,ITA,17,Basilicata,40.63947052,15.80514834,82,5,87,3706,3793,101,166,11041,369,,,15203,245207,143249.0,0.0,15203.0,0.0,234341.0,10866.0,gialla,1.2060074416890172
7708,2021-02-25,ITA,17,Basilicata,40.63947052,15.80514834,85,5,90,3773,3863,70,124,11094,370,,,15327,246508,144007.0,0.0,15327.0,0.0,235586.0,10922.0,gialla,1.2363443126153162
7729,2021-02-26,ITA,17,Basilicata,40.63947052,15.80514834,87,7,94,3766,3860,-3,87,11184,370,,,15414,247657,144651.0,2.0,15414.0,0.0,236671.0,10986.0,gialla,1.2664159054526754
7750,2021-02-27,ITA,17,Basilicata,40.63947052,15.80514834,82,7,89,3862,3951,91,120,11212,371,,,15534,249147,145526.0,0.0,15534.0,0.0,238109.0,11038.0,gialla,1.2122047180735775
7771,2021-02-28,ITA,17,Basilicata,40.63947052,15.80514834,85,10,95,3937,4032,81,101,11232,371,,,15635,250546,146414.0,3.0,15635.0,0.0,239498.0,11048.0,gialla,1.097653056973503
7792,2021-03-01,ITA,17,Basilicata,40.63947052,15.80514834,87,9,96,3998,4094,62,75,11242,374,,,15710,251905,147466.0,0.0,15710.0,0.0,240851.0,11054.0,rossa,1.070654833671434
7813,2021-03-02,ITA,17,Basilicata,40.63947052,15.80514834,92,9,101,4083,4184,90,147,11298,375,,,15857,253755,148507.0,0.0,15857.0,0.0,242627.0,11128.0,rossa,1.15348587022613
7834,2021-03-03,ITA,17,Basilicata,40.63947052,15.80514834,101,10,111,4136,4247,63,124,11359,375,,,15981,255137,149289.0,1.0,15981.0,0.0,243966.0,11171.0,rossa,1.2048964204570958
7855,2021-03-04,ITA,17,Basilicata,40.63947052,15.80514834,97,10,107,4080,4187,-60,122,11540,376,,,16103,256325,149988.0,0.0,16103.0,0.0,245100.0,11225.0,rossa,1.2323154434469767
7876,2021-03-05,ITA,17,Basilicata,40.63947052,15.80514834,95,12,107,3769,3876,-311,164,12015,376,,,16267,258034,150971.0,2.0,16267.0,0.0,246766.0,11268.0,rossa,1.162204122609846
7897,2021-03-06,ITA,17,Basilicata,40.63947052,15.80514834,94,13,107,3847,3954,78,178,12113,378,,,16445,259872,152047.0,2.0,16445.0,0.0,248566.0,11306.0,rossa,1.1717440301068573
7918,2021-03-07,ITA,17,Basilicata,40.63947052,15.80514834,101,12,113,3672,3785,-169,144,12425,379,,,16589,261351,152938.0,0.0,16589.0,0.0,250026.0,11325.0,rossa,1.1383251062540019
7939,2021-03-08,ITA,17,Basilicata,40.63947052,15.80514834,111,13,124,3554,3678,-107,28,12559,380,,,16617,261772,153154.0,1.0,16617.0,0.0,250446.0,11326.0,rossa,1.1515487028799127
7960,2021-03-09,ITA,17,Basilicata,40.63947052,15.80514834,114,14,128,3674,3802,124,182,12616,381,,,16799,263837,154286.0,1.0,16799.0,0.0,252458.0,11379.0,rossa,1.1016121788683586
7981,2021-03-10,ITA,17,Basilicata,40.63947052,15.80514834,105,16,121,3719,3840,38,115,12693,381,,,16914,265378,155084.0,2.0,16914.0,0.0,253950.0,11428.0,rossa,1.031011221206888
8002,2021-03-11,ITA,17,Basilicata,40.63947052,15.80514834,118,13,131,3784,3915,75,151,12766,384,,,17065,267202,156047.0,0.0,17065.0,0.0,255755.0,11447.0,rossa,0.980501422233461
8023,2021-03-12,ITA,17,Basilicata,40.63947052,15.80514834,124,13,137,3795,3932,17,141,12889,385,,,17206,268805,156939.0,0.0,17206.0,0.0,257333.0,11472.0,rossa,1.0248283290867257
8044,2021-03-13,ITA,17,Basilicata,40.63947052,15.80514834,122,14,136,3892,4028,96,137,12929,386,,,17343,270303,157618.0,0.0,17343.0,0.0,258806.0,11497.0,rossa,1.00530020504037
8065,2021-03-14,ITA,17,Basilicata,40.63947052,15.80514834,144,16,160,3931,4091,63,106,12971,387,,,17449,271582,158193.0,2.0,17449.0,0.0,260071.0,11511.0,rossa,1.0152354794548715
